order_detail_id,order_date,product_id,customer_id,territory_id,sales_order_number,sales_order_line_number,quantity,unitprice_rupiah,totalprice_rupiah,totalcost_rupiah,shippingprice_rupiah,product_name,model_name,color,size_range,sub_category,category,customer_name,gender,maritalstatus,birthdate,customer_city,customer_country,origin_region,origin_country,origin_groups
SO56533-5,2018-10-22,480,11986.0,9,SO56533,5,1,32060.0,32060.0,11991.0,802.0,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Max Alvarez,M,S,1983-07-24,Geelong,Australia,Australia,Australia,Pacific
SO56533-6,2018-10-22,484,11986.0,9,SO56533,6,1,111300.0,111300.0,41626.0,2783.0,Bike Wash - Dissolver,Bike Wash,NA,NA,Cleaners,Accessories,Max Alvarez,M,S,1983-07-24,Geelong,Australia,Australia,Australia,Pacific
SO56533-1,2018-10-22,353,11986.0,9,SO56533,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Max Alvarez,M,S,1983-07-24,Geelong,Australia,Australia,Australia,Pacific
SO56539-1,2018-10-22,561,15684.0,8,SO56539,1,1,33376980.0,33376980.0,20747131.0,834425.0,"Touring-1000 Yellow, 46",Touring-1000,Yellow,42-46 CM,Touring Bikes,Bikes,Tyrone Suarez,M,S,1964-07-10,Kiel,Germany,Germany,Germany,Europe
SO56539-2,2018-10-22,541,15684.0,8,SO56539,2,1,405860.0,405860.0,151792.0,10147.0,Touring Tire,Touring Tire,NA,NA,Tires and Tubes,Accessories,Tyrone Suarez,M,S,1964-07-10,Kiel,Germany,Germany,Germany,Europe
SO56539-3,2018-10-22,530,15684.0,8,SO56539,3,1,69860.0,69860.0,26128.0,1747.0,Touring Tire Tube,Touring Tire Tube,NA,NA,Tires and Tubes,Accessories,Tyrone Suarez,M,S,1964-07-10,Kiel,Germany,Germany,Germany,Europe
SO56539-4,2018-10-22,467,15684.0,8,SO56539,4,1,342860.0,342860.0,128230.0,8572.0,"Half-Finger Gloves, L",Half-Finger Gloves,Black,L,Gloves,Clothing,Tyrone Suarez,M,S,1964-07-10,Kiel,Germany,Germany,Germany,Europe
SO56540-4,2018-10-23,214,12222.0,10,SO56540,4,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Red",Sport-100,Red,NA,Helmets,Accessories,Jenny Xu,F,M,1981-03-20,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO56540-3,2018-10-23,487,12222.0,10,SO56540,3,1,769860.0,769860.0,287928.0,19247.0,Hydration Pack - 70 oz.,Hydration Pack,Silver,70,Hydration Packs,Accessories,Jenny Xu,F,M,1981-03-20,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO56540-2,2018-10-23,485,12222.0,10,SO56540,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Jenny Xu,F,M,1981-03-20,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO56540-1,2018-10-23,357,12222.0,10,SO56540,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Jenny Xu,F,M,1981-03-20,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO56542-2,2018-10-23,217,13556.0,7,SO56542,2,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Black",Sport-100,Black,NA,Helmets,Accessories,Alisha Nath,F,S,1989-11-13,Lieusaint,France,France,France,Europe
SO56542-1,2018-10-23,361,13556.0,7,SO56542,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Alisha Nath,F,S,1989-11-13,Lieusaint,France,France,France,Europe
SO56547-1,2018-10-23,484,11113.0,9,SO56547,1,1,111300.0,111300.0,41626.0,2783.0,Bike Wash - Dissolver,Bike Wash,NA,NA,Cleaners,Accessories,Micheal Blanco,M,M,1982-02-21,Perth,Australia,Australia,Australia,Pacific
SO56554-1,2018-10-23,530,11211.0,6,SO56554,1,1,69860.0,69860.0,26128.0,1747.0,Touring Tire Tube,Touring Tire Tube,NA,NA,Tires and Tubes,Accessories,Samantha Russell,F,M,1969-10-12,Haney,Canada,Canada,Canada,North America
SO56580-1,2018-10-23,222,11424.0,8,SO56580,1,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Pamela Garcia,F,M,1973-12-07,Berlin,Germany,Germany,Germany,Europe
SO56580-2,2018-10-23,225,11424.0,8,SO56580,2,1,125860.0,125860.0,96912.0,3147.0,AWC Logo Cap,Cycling Cap,Multi,NA,Caps,Clothing,Pamela Garcia,F,M,1973-12-07,Berlin,Germany,Germany,Germany,Europe
SO56594-1,2018-10-23,584,11481.0,8,SO56594,1,1,7559860.0,7559860.0,4811094.0,188997.0,"Road-750 Black, 58",Road-750,Black,54-58 CM,Road Bikes,Bikes,Erica Hu,F,M,1993-05-23,Braunschweig,Germany,Germany,Germany,Europe
SO56594-2,2018-10-23,479,11481.0,8,SO56594,2,1,125860.0,125860.0,47072.0,3147.0,Road Bottle Cage,Road Bottle Cage,NA,NA,Bottles and Cages,Accessories,Erica Hu,F,M,1993-05-23,Braunschweig,Germany,Germany,Germany,Europe
SO56594-3,2018-10-23,477,11481.0,8,SO56594,3,1,69860.0,69860.0,26128.0,1747.0,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Erica Hu,F,M,1993-05-23,Braunschweig,Germany,Germany,Germany,Europe
SO56599-3,2018-10-24,480,12214.0,10,SO56599,3,1,32060.0,32060.0,11991.0,802.0,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Julie Raje,F,M,1982-09-20,Leeds,United Kingdom,United Kingdom,United Kingdom,Europe
SO56599-2,2018-10-24,537,12214.0,10,SO56599,2,1,490000.0,490000.0,183260.0,12250.0,HL Mountain Tire,HL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Julie Raje,F,M,1982-09-20,Leeds,United Kingdom,United Kingdom,United Kingdom,Europe
SO56599-1,2018-10-24,359,12214.0,10,SO56599,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Julie Raje,F,M,1982-09-20,Leeds,United Kingdom,United Kingdom,United Kingdom,Europe
SO56609-1,2018-10-24,480,11304.0,1,SO56609,1,1,32060.0,32060.0,11991.0,802.0,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Julia Garcia,F,M,1980-03-17,Portland,United States,Northwest,United States,North America
SO56610-1,2018-10-24,541,11142.0,6,SO56610,1,1,405860.0,405860.0,151792.0,10147.0,Touring Tire,Touring Tire,NA,NA,Tires and Tubes,Accessories,Eduardo Patterson,M,S,1997-08-14,Langford,Canada,Canada,Canada,North America
SO56611-2,2018-10-24,529,11276.0,6,SO56611,2,1,55860.0,55860.0,20892.0,1397.0,Road Tire Tube,Road Tire Tube,NA,NA,Tires and Tubes,Accessories,Nancy Chapman,F,M,1983-09-19,Cliffside,Canada,Canada,Canada,North America
SO56611-3,2018-10-24,217,11276.0,6,SO56611,3,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Black",Sport-100,Black,NA,Helmets,Accessories,Nancy Chapman,F,M,1983-09-19,Cliffside,Canada,Canada,Canada,North America
SO56611-1,2018-10-24,538,11276.0,6,SO56611,1,1,300860.0,300860.0,112522.0,7522.0,LL Road Tire,LL Road Tire,NA,NA,Tires and Tubes,Accessories,Nancy Chapman,F,M,1983-09-19,Cliffside,Canada,Canada,Canada,North America
SO56612-2,2018-10-24,214,11223.0,6,SO56612,2,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Red",Sport-100,Red,NA,Helmets,Accessories,Hailey Patterson,F,S,1971-09-16,Langley,Canada,Canada,Canada,North America
SO56612-1,2018-10-24,530,11223.0,6,SO56612,1,1,69860.0,69860.0,26128.0,1747.0,Touring Tire Tube,Touring Tire Tube,NA,NA,Tires and Tubes,Accessories,Hailey Patterson,F,S,1971-09-16,Langley,Canada,Canada,Canada,North America
SO56653-1,2018-10-25,530,11530.0,6,SO56653,1,1,69860.0,69860.0,26128.0,1747.0,Touring Tire Tube,Touring Tire Tube,NA,NA,Tires and Tubes,Accessories,Andrew Martinez,M,M,1977-07-26,N. Vancouver,Canada,Canada,Canada,North America
SO56654-2,2018-10-25,529,11502.0,6,SO56654,2,1,55860.0,55860.0,20892.0,1397.0,Road Tire Tube,Road Tire Tube,NA,NA,Tires and Tubes,Accessories,Jared Peterson,M,S,1995-03-07,Shawnee,Canada,Canada,Canada,North America
SO56654-3,2018-10-25,217,11502.0,6,SO56654,3,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Black",Sport-100,Black,NA,Helmets,Accessories,Jared Peterson,M,S,1995-03-07,Shawnee,Canada,Canada,Canada,North America
SO56654-1,2018-10-25,539,11502.0,6,SO56654,1,1,349860.0,349860.0,130848.0,8747.0,ML Road Tire,ML Road Tire,NA,NA,Tires and Tubes,Accessories,Jared Peterson,M,S,1995-03-07,Shawnee,Canada,Canada,Canada,North America
SO56655-1,2018-10-25,538,11498.0,6,SO56655,1,1,300860.0,300860.0,112522.0,7522.0,LL Road Tire,LL Road Tire,NA,NA,Tires and Tubes,Accessories,Arturo Sun,M,S,1994-01-15,Cliffside,Canada,Canada,Canada,North America
SO56668-4,2018-10-25,225,11475.0,10,SO56668,4,1,125860.0,125860.0,96912.0,3147.0,AWC Logo Cap,Cycling Cap,Multi,NA,Caps,Clothing,Cesar Subram,M,S,1998-10-09,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO56668-3,2018-10-25,222,11475.0,10,SO56668,3,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Cesar Subram,M,S,1998-10-09,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO56668-2,2018-10-25,529,11475.0,10,SO56668,2,1,55860.0,55860.0,20892.0,1397.0,Road Tire Tube,Road Tire Tube,NA,NA,Tires and Tubes,Accessories,Cesar Subram,M,S,1998-10-09,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO56668-1,2018-10-25,538,11475.0,10,SO56668,1,1,300860.0,300860.0,112522.0,7522.0,LL Road Tire,LL Road Tire,NA,NA,Tires and Tubes,Accessories,Cesar Subram,M,S,1998-10-09,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO56683-2,2018-10-25,485,11126.0,9,SO56683,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Shaun Carson,M,M,1969-04-07,North Ryde,Australia,Australia,Australia,Pacific
SO56683-3,2018-10-25,480,11126.0,9,SO56683,3,1,32060.0,32060.0,11991.0,802.0,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Shaun Carson,M,M,1969-04-07,North Ryde,Australia,Australia,Australia,Pacific
SO56683-1,2018-10-25,590,11126.0,9,SO56683,1,1,10772860.0,10772860.0,5876898.0,269322.0,"Mountain-400-W Silver, 46",Mountain-400-W,Silver,42-46 CM,Mountain Bikes,Bikes,Shaun Carson,M,M,1969-04-07,North Ryde,Australia,Australia,Australia,Pacific
SO56688-1,2018-10-25,355,12674.0,9,SO56688,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 42",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Jimmy Travers,M,M,1995-07-27,Rockhampton,Australia,Australia,Australia,Pacific
SO56708-2,2018-10-26,539,11500.0,6,SO56708,2,1,349860.0,349860.0,130848.0,8747.0,ML Road Tire,ML Road Tire,NA,NA,Tires and Tubes,Accessories,Sarah Simmons,F,S,1994-09-18,Langley,Canada,Canada,Canada,North America
SO56708-3,2018-10-26,480,11500.0,6,SO56708,3,1,32060.0,32060.0,11991.0,802.0,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Sarah Simmons,F,S,1994-09-18,Langley,Canada,Canada,Canada,North America
SO56708-1,2018-10-26,529,11500.0,6,SO56708,1,1,55860.0,55860.0,20892.0,1397.0,Road Tire Tube,Road Tire Tube,NA,NA,Tires and Tubes,Accessories,Sarah Simmons,F,S,1994-09-18,Langley,Canada,Canada,Canada,North America
SO56744-2,2018-10-26,541,14770.0,10,SO56744,2,1,405860.0,405860.0,151792.0,10147.0,Touring Tire,Touring Tire,NA,NA,Tires and Tubes,Accessories,Melvin Andersen,M,M,1988-06-05,Berks,United Kingdom,United Kingdom,United Kingdom,Europe
SO56744-1,2018-10-26,586,14770.0,10,SO56744,1,1,10392900.0,10392900.0,6460227.0,259823.0,"Touring-3000 Blue, 50",Touring-3000,Blue,48-52 CM,Touring Bikes,Bikes,Melvin Andersen,M,M,1988-06-05,Berks,United Kingdom,United Kingdom,United Kingdom,Europe
SO56745-2,2018-10-26,484,14778.0,10,SO56745,2,1,111300.0,111300.0,41626.0,2783.0,Bike Wash - Dissolver,Bike Wash,NA,NA,Cleaners,Accessories,Renee Jimenez,F,S,1987-06-21,Lancaster,United Kingdom,United Kingdom,United Kingdom,Europe
SO56745-1,2018-10-26,565,14778.0,10,SO56745,1,1,10392900.0,10392900.0,6460227.0,259823.0,"Touring-3000 Blue, 54",Touring-3000,Blue,54-58 CM,Touring Bikes,Bikes,Renee Jimenez,F,S,1987-06-21,Lancaster,United Kingdom,United Kingdom,United Kingdom,Europe
SO56751-1,2018-10-26,361,12677.0,9,SO56751,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Cedric Liu,M,M,1994-11-05,Coffs Harbour,Australia,Australia,Australia,Pacific
SO56752-2,2018-10-26,487,11994.0,9,SO56752,2,1,769860.0,769860.0,287928.0,19247.0,Hydration Pack - 70 oz.,Hydration Pack,Silver,70,Hydration Packs,Accessories,Leah Hu,F,S,1986-10-22,Townsville,Australia,Australia,Australia,Pacific
SO56752-1,2018-10-26,355,11994.0,9,SO56752,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 42",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Leah Hu,F,S,1986-10-22,Townsville,Australia,Australia,Australia,Pacific
SO56788-2,2018-10-27,485,12009.0,9,SO56788,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Ann Martinez,F,S,1977-08-03,North Ryde,Australia,Australia,Australia,Pacific
SO56788-3,2018-10-27,217,12009.0,9,SO56788,3,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Black",Sport-100,Black,NA,Helmets,Accessories,Ann Martinez,F,S,1977-08-03,North Ryde,Australia,Australia,Australia,Pacific
SO56788-4,2018-10-27,463,12009.0,9,SO56788,4,1,342860.0,342860.0,128230.0,8572.0,"Half-Finger Gloves, S",Half-Finger Gloves,Black,S,Gloves,Clothing,Ann Martinez,F,S,1977-08-03,North Ryde,Australia,Australia,Australia,Pacific
SO56788-1,2018-10-27,363,12009.0,9,SO56788,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Ann Martinez,F,S,1977-08-03,North Ryde,Australia,Australia,Australia,Pacific
SO56789-2,2018-10-27,485,12338.0,9,SO56789,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Monica Vance,F,S,1996-07-08,South Melbourne,Australia,Australia,Australia,Pacific
SO56789-3,2018-10-27,483,12338.0,9,SO56789,3,1,1680000.0,1680000.0,628320.0,42000.0,Hitch Rack - 4-Bike,Hitch Rack - 4-Bike,NA,NA,Bike Racks,Accessories,Monica Vance,F,S,1996-07-08,South Melbourne,Australia,Australia,Australia,Pacific
SO56789-1,2018-10-27,363,12338.0,9,SO56789,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Monica Vance,F,S,1996-07-08,South Melbourne,Australia,Australia,Australia,Pacific
SO56794-1,2018-10-27,563,15693.0,8,SO56794,1,1,33376980.0,33376980.0,20747131.0,834425.0,"Touring-1000 Yellow, 54",Touring-1000,Yellow,54-58 CM,Touring Bikes,Bikes,Isabel Barnes,F,S,1974-07-19,Darmstadt,Germany,Germany,Germany,Europe
SO56794-2,2018-10-27,214,15693.0,8,SO56794,2,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Red",Sport-100,Red,NA,Helmets,Accessories,Isabel Barnes,F,S,1974-07-19,Darmstadt,Germany,Germany,Germany,Europe
SO56794-3,2018-10-27,225,15693.0,8,SO56794,3,1,125860.0,125860.0,96912.0,3147.0,AWC Logo Cap,Cycling Cap,Multi,NA,Caps,Clothing,Isabel Barnes,F,S,1974-07-19,Darmstadt,Germany,Germany,Germany,Europe
SO56795-4,2018-10-27,463,12307.0,7,SO56795,4,1,342860.0,342860.0,128230.0,8572.0,"Half-Finger Gloves, S",Half-Finger Gloves,Black,S,Gloves,Clothing,Brad She,M,M,1974-11-13,Cergy,France,France,France,Europe
SO56795-3,2018-10-27,477,12307.0,7,SO56795,3,1,69860.0,69860.0,26128.0,1747.0,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Brad She,M,M,1974-11-13,Cergy,France,France,France,Europe
SO56795-2,2018-10-27,479,12307.0,7,SO56795,2,1,125860.0,125860.0,47072.0,3147.0,Road Bottle Cage,Road Bottle Cage,NA,NA,Bottles and Cages,Accessories,Brad She,M,M,1974-11-13,Cergy,France,France,France,Europe
SO56795-1,2018-10-27,562,12307.0,7,SO56795,1,1,33376980.0,33376980.0,20747131.0,834425.0,"Touring-1000 Yellow, 50",Touring-1000,Yellow,48-52 CM,Touring Bikes,Bikes,Brad She,M,M,1974-11-13,Cergy,France,France,France,Europe
SO56798-1,2018-10-28,225,11519.0,6,SO56798,1,1,125860.0,125860.0,96912.0,3147.0,AWC Logo Cap,Cycling Cap,Multi,NA,Caps,Clothing,Jerome Navarro,M,M,1975-03-17,Cliffside,Canada,Canada,Canada,North America
SO56816-1,2018-10-28,477,11091.0,6,SO56816,1,1,69860.0,69860.0,26128.0,1747.0,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Dalton Perez,M,M,1977-04-04,Haney,Canada,Canada,Canada,North America
SO56830-2,2018-10-28,537,11505.0,6,SO56830,2,1,490000.0,490000.0,183260.0,12250.0,HL Mountain Tire,HL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Jasmine Powell,F,S,1986-07-07,Burnaby,Canada,Canada,Canada,North America
SO56830-3,2018-10-28,222,11505.0,6,SO56830,3,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Jasmine Powell,F,S,1986-07-07,Burnaby,Canada,Canada,Canada,North America
SO56830-1,2018-10-28,528,11505.0,6,SO56830,1,1,69860.0,69860.0,26128.0,1747.0,Mountain Tire Tube,Mountain Tire Tube,NA,NA,Tires and Tubes,Accessories,Jasmine Powell,F,S,1986-07-07,Burnaby,Canada,Canada,Canada,North America
SO56837-2,2018-10-28,491,11388.0,10,SO56837,2,1,755860.0,755860.0,582012.0,18897.0,"Short-Sleeve Classic Jersey, XL",Short-Sleeve Classic Jersey,Yellow,XL,Jerseys,Clothing,Joseph Martin,M,M,1979-07-24,York,United Kingdom,United Kingdom,United Kingdom,Europe
SO56837-1,2018-10-28,579,11388.0,10,SO56837,1,1,17007900.0,17007900.0,10572111.0,425198.0,"Touring-2000 Blue, 54",Touring-2000,Blue,54-58 CM,Touring Bikes,Bikes,Joseph Martin,M,M,1979-07-24,York,United Kingdom,United Kingdom,United Kingdom,Europe
SO56861-1,2018-10-29,529,11164.0,4,SO56861,1,1,55860.0,55860.0,20892.0,1397.0,Road Tire Tube,Road Tire Tube,NA,NA,Tires and Tubes,Accessories,Devin Brooks,M,S,1994-05-05,Torrance,United States,Southwest,United States,North America
SO56861-2,2018-10-29,480,11164.0,4,SO56861,2,1,32060.0,32060.0,11991.0,802.0,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Devin Brooks,M,S,1994-05-05,Torrance,United States,Southwest,United States,North America
SO56869-1,2018-10-29,535,11501.0,6,SO56869,1,1,349860.0,349860.0,130848.0,8747.0,LL Mountain Tire,LL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Brandy Chandra,F,S,1995-07-07,Cliffside,Canada,Canada,Canada,North America
SO56900-1,2018-10-29,355,12350.0,9,SO56900,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 42",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Logan Hernandez,M,M,1993-02-25,Geelong,Australia,Australia,Australia,Pacific
SO56902-1,2018-10-29,357,12004.0,9,SO56902,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Jarrod Suri,M,S,1983-12-20,Melton,Australia,Australia,Australia,Pacific
SO56903-2,2018-10-29,537,11120.0,9,SO56903,2,1,490000.0,490000.0,183260.0,12250.0,HL Mountain Tire,HL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Beth Jiménez,F,S,1956-08-09,Sydney,Australia,Australia,Australia,Pacific
SO56903-3,2018-10-29,528,11120.0,9,SO56903,3,1,69860.0,69860.0,26128.0,1747.0,Mountain Tire Tube,Mountain Tire Tube,NA,NA,Tires and Tubes,Accessories,Beth Jiménez,F,S,1956-08-09,Sydney,Australia,Australia,Australia,Pacific
SO56903-4,2018-10-29,222,11120.0,9,SO56903,4,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Beth Jiménez,F,S,1956-08-09,Sydney,Australia,Australia,Australia,Pacific
SO56903-5,2018-10-29,465,11120.0,9,SO56903,5,1,342860.0,342860.0,128230.0,8572.0,"Half-Finger Gloves, M",Half-Finger Gloves,Black,M,Gloves,Clothing,Beth Jiménez,F,S,1956-08-09,Sydney,Australia,Australia,Australia,Pacific
SO56903-1,2018-10-29,361,11120.0,9,SO56903,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Beth Jiménez,F,S,1956-08-09,Sydney,Australia,Australia,Australia,Pacific
SO56909-2,2018-10-30,214,12131.0,7,SO56909,2,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Red",Sport-100,Red,NA,Helmets,Accessories,Randall Dominguez,M,M,1975-10-17,Dunkerque,France,France,France,Europe
SO56909-1,2018-10-30,353,12131.0,7,SO56909,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Randall Dominguez,M,M,1975-10-17,Dunkerque,France,France,France,Europe
SO56910-1,2018-10-30,479,11019.0,6,SO56910,1,1,125860.0,125860.0,47072.0,3147.0,Road Bottle Cage,Road Bottle Cage,NA,NA,Bottles and Cages,Accessories,Luke Lal,M,S,1998-03-07,Langley,Canada,Canada,Canada,North America
SO56920-2,2018-10-30,480,11212.0,6,SO56920,2,1,32060.0,32060.0,11991.0,802.0,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Chloe Campbell,F,M,1969-11-05,Metchosin,Canada,Canada,Canada,North America
SO56920-1,2018-10-30,538,11212.0,6,SO56920,1,1,300860.0,300860.0,112522.0,7522.0,LL Road Tire,LL Road Tire,NA,NA,Tires and Tubes,Accessories,Chloe Campbell,F,M,1969-11-05,Metchosin,Canada,Canada,Canada,North America
SO56948-2,2018-10-30,477,12354.0,9,SO56948,2,1,69860.0,69860.0,26128.0,1747.0,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Lance Ortega,M,M,1993-08-07,Geelong,Australia,Australia,Australia,Pacific
SO56948-3,2018-10-30,478,12354.0,9,SO56948,3,1,139860.0,139860.0,52308.0,3497.0,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Lance Ortega,M,M,1993-08-07,Geelong,Australia,Australia,Australia,Pacific
SO56948-1,2018-10-30,363,12354.0,9,SO56948,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Lance Ortega,M,M,1993-08-07,Geelong,Australia,Australia,Australia,Pacific
SO56949-1,2018-10-30,359,12360.0,9,SO56949,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Mario Goel,M,S,1991-07-26,North Sydney,Australia,Australia,Australia,Pacific
SO56950-2,2018-10-30,478,12667.0,9,SO56950,2,1,139860.0,139860.0,52308.0,3497.0,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Maria Wood,F,M,1996-11-22,Hobart,Australia,Australia,Australia,Pacific
SO56950-3,2018-10-30,477,12667.0,9,SO56950,3,1,69860.0,69860.0,26128.0,1747.0,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Maria Wood,F,M,1996-11-22,Hobart,Australia,Australia,Australia,Pacific
SO56950-4,2018-10-30,217,12667.0,9,SO56950,4,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Black",Sport-100,Black,NA,Helmets,Accessories,Maria Wood,F,M,1996-11-22,Hobart,Australia,Australia,Australia,Pacific
SO56950-1,2018-10-30,359,12667.0,9,SO56950,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Maria Wood,F,M,1996-11-22,Hobart,Australia,Australia,Australia,Pacific
SO56957-1,2018-10-30,606,13258.0,8,SO56957,1,1,7559860.0,7559860.0,4811094.0,188997.0,"Road-750 Black, 52",Road-750,Black,48-52 CM,Road Bikes,Bikes,Anne Dominguez,F,M,1977-03-03,Kassel,Germany,Germany,Germany,Europe
SO56957-2,2018-10-30,479,13258.0,8,SO56957,2,1,125860.0,125860.0,47072.0,3147.0,Road Bottle Cage,Road Bottle Cage,NA,NA,Bottles and Cages,Accessories,Anne Dominguez,F,M,1977-03-03,Kassel,Germany,Germany,Germany,Europe
SO56957-3,2018-10-30,477,13258.0,8,SO56957,3,1,69860.0,69860.0,26128.0,1747.0,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Anne Dominguez,F,M,1977-03-03,Kassel,Germany,Germany,Germany,Europe
SO56957-4,2018-10-30,484,13258.0,8,SO56957,4,1,111300.0,111300.0,41626.0,2783.0,Bike Wash - Dissolver,Bike Wash,NA,NA,Cleaners,Accessories,Anne Dominguez,F,M,1977-03-03,Kassel,Germany,Germany,Germany,Europe
SO56961-1,2018-10-31,359,13771.0,8,SO56961,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Victor Moreno,M,S,1988-12-24,Hamburg,Germany,Germany,Germany,Europe
